,^,,Kenai,,,^,^,Atlin,Watson Lake,Fort Liard,Jean Marie River,Kakisa,Hay River,Fort Smith,?,Uranium City,Fond-du-Lac,?,?,Ennadai,Padlei,Eskimo Point,,,,,,,Inukjuak,?,?,Payne Bay,,Fort Severight,,,,,,,,,,,,,,,,,,,,,,^,Dùn Èideann,,,,,,,,,,Aalborg,,,Helsingborg,Jönköping,Kalmar,,Wi,,,Kuressaare,Kolyvan',Narva,Yam,Khotchino,Staraya Ladoga,Kirishi,Tikhvin,Cherepovets,Kirillov,Vologda,Tot'ma,Nikol'sk,Luza,Oparino,Vizinga,Koygorodok,Kosa,Solikamsk,^,Nadezhdinsk,Pelym,Uray,?,?,?,?,?,?,Nizhnevartovsk,?,?,?,?,?,Yeniseysk,Yeniseysk,?,?,?,Rudnogorsk,Kirensk,Kirensk,Gorno-Chuysky,?,?,Bodaybo,Perevoz,?,^,^,^,Aldan,^,?,Nel'kan,^,Okhotsk,,,,,,,Palana,Ossora,,,,,,,
Unalaska,,,,,,^,Juneau,^,^,Fort Nelson,?,Rainbow Lake,High Level,Fort Chipewyan,,,Black Lake,Wollaston Lake,Lac Brochet,Tadoule Lake,?,Churchill,,,,,,,,Umiujaq,?,Tasiujaq,Fort Chimo,?,Nain,,,,,,,,,,,,,,,,,,,,,Dùn Breatann,Newcastle,,,,,,,,,Viborg,Aarhus,,,Lund,Ronneby,,,,,,,Perona,Tartu,,Pleskov,Novgorod,Staraya Russa,Spas na Kholmu,Ust'-Sheksna,Yaroslavl',Kostroma,Galich,Manturovo,Yaransk,Kotel'nich,Khlynov,Glazov,Kudymkar,Berezniki,^,Verkhotur'ye,Alapayevsk,?,?,Tobol'sk,?,?,?,?,?,?,Kolpashevo,?,Belyy Yar,?,?,Maklakovo,Motygino,Boguchany,Ilimsk,Novaya Igirma,Ust'-Kut,Severobaykal'sk,^,Novy Uoyan,Taksimo,^,?,^,Khani,^,Neryungri,^,?,^,^,Ayan,,,,,,,,Tigil',^,Ust'-Primorskiy,,,,,,^
,,,,,,,^,Dease Lake,^,Fort St. John,^,Peace River,Slave Lake,Wabasca,Fort McMurray,La Loche,?,,Lynn Lake,Thompson,Split Lake,Gillam,?,,,,,,,"Jiaviniup Narsanga
",?,Fort Mackenzie,Schefferville,?,Hopedale,Makkovik,,,,,,,,,,,,,,,,,Daire,Béal Feirste,,,Lancaster,York,,,,,,,,Ribe,,Roskilde,,,,,,,,Liepaja,Jelgava,Riga,R?zekne,Ostrov,Velikiye Luki,Toropets,Rzhev,Tver',Uglich,Rostov,Suzdal',Ivanovo,Nizhniy Novgorod,Bor,Tsaryovokokshaysk,Ust'-Cheptsa,Izhevsk,Votkinsk,Perm',Pervoural'sk,Nizhniy Tagil,Irbit,Turinsk,Tyumen',Golyshmanovo,?,Tara,?,?,?,?,Kolyvan',Tomsk,Mariinsk,Bogotol,Achinsk,Krasnoyarsk,Kansk,Tayshet,Bratsk,Ilimsk,Zhigalovo,^,,^,Bagdarin,^,^,Chara,?,?,Tynda,?,Zeya,?,Chumikan,,,,,Ako,,,,Sobolevo,Klyuchi,^,,,,,,
,,,,,,,^,Terrace,Smithers,^,Tumbler Ridge,Grande Prairie,Whitecourt,Athabasca,Cold Lake,Île-à-la-Crosse,La Ronge,Pelican Narrows,Flin Flon,Norway House,?,?,?,York Factory,Fort Severn,,,,,Poste-de-la-Baleine,Sakami,Nitchequon,Labrador City,,North West River,Happy Valley-Goose Bay,Cartwright,,,,,,,,,,,,,,,Gaillimh,Sligeach,Baile Átha Cliath,,,Manchester,Lincoln,,,,,,,,Kiel,,,,,,,Putzig,,,Medvegalis,Siauliai,Panevezys,Dvinsk,Polotsk,Vitebsk,Smolensk,Vyaz'ma,Klin,Moskva,Kolomna,Vladimir,Murom,Arzamas,Cheboksary,Zelenodol'sk,Kazan',Sarapul,Birsk,Kungur,Polevskoy,Yekaterinburg,Kamenskiy Zavod,Talitsa,Yalutorovsk,Ishim,Tyukalinsk,Bol'sherech'ye,Gor'kovskoye,Tatarsk,Kainsk,Chulym,Novonikolayevsk,Bolotnoye,Kemerovo,Uzhur,Nazarovo,Balakhta,Artyomovsk,^,Nizhneudinsk,Cheremkhovo,Ust'-Ordynskiy,Yelantsy,,Kurumkan,^,?,Verkh-Usugli,Verkh-Usugli,Mogocha,Rukhlovo,Albazin,Magdagachi,?,?,^,Chumikan,Mnogovershinny,Nikolayevsk-na-Amure,,Esutoru,,,,Ust'-Bol'sheretsk,^,,,,,,,
,,,,,,,Prince Rupert,^,Vanderhoof,Prince George,^,Hinton,Edson,Edmonton,Lloydminster,Prince Albert,Melfort,Nipawin,The Pas,,?,?,?,?,?,Winisk,Attawapiskat,,Fort George,Radisson,,?,?,?,?,Lourdes-de-Blanc-Sablon,L'Anse-au-Loup,,,,,,,,,,,,,,,,Luimneach,Loch Garman,,Liverpool,Coventry,Cambridge,Norwich,,,,Groningen,Oldenburg,Bremen,Hamburg,Lübeck,Rostock,Stralsund,Stettin,Kolberg,Stolp,Danzig,Marienburg,Elbing,Königsberg,Kaunas,Vilnius,Lida,Minsk,Mogilev,Roslavl',Lyudinovo,Kaluga,Tula,Pereyaslavl'-Ryazanskiy,Gorodets Meshchyorsky,Sasovo,Sarov,Saransk,Simbirsk,Melekess,Naberezhnye Chelny,Bugul'ma,Ufa,Zlatoust,Miass,Chelyabinsk,Shadrinsk,Tsaryovo Gorodishche,Petropavlovskoye,Isil'kul',Omsk,Kalachinsk,Kupino,Barabinsk,Ob',Novonikolayevsk,Toguchin,Kol'chugino,Kuznetsk,Abakansk,Minusinsk,Turan,Toora-Khem,Kyren,Usol'ye,Irkutsk,,,Ust'-Barguzin,Barguzin,Chita,Aginskoye,Nerchinsk,?,?,?,?,Pyora,Svobodnyy,?,Chegdomyn,Permskoye,Vanino,,Maoka,Otomari,,,,Petropavlovsk,,,,,,,
,,,,,,,,^,Kamloops,^,Revelstoke,Golden,Rocky Mountain House,Red Deer,North Battleford,Saskatoon,Humboldt,Yorkton,Dauphin,,?,Pikangikum,Pickle Lake,?,?,?,Fort Albany,,Eastmain,Nemiscau,Mistissini,?,Tadoussac,Baie-Comeau,Sept-Îles,Tête-à-la-Baleine,,St. Anthony,,,,,,,,,,,,,,Tráigh Lí,Corcaigh,,,Cardiff,Oxford,London,Ipswich,,,Amsterdam,Utrecht,Münster,Osnabrück,Hannover,Lüneburg,Schwerin,Brandenburg,Potsdam,Santok,Gniezno,Bydgoszcz,Toru?,P?ock,Holstin,Bia?ystok,Grodno,Baranovichi,Bobruysk,Gomel,Klintsy,Bryansk,Oryol,Yelets,Lipetsk,Tambov,Morshansk,Rtishchevo,Penza,Kuznetsk,Syzran',Samara,Buzuluk,Sterlitamak,^,Magnitogorsk,Troitsk,Nikolayevsk,Volodarskoye,Kokchetav,Shchuch'ye,Stepnogorsk,Ertis,Qashyr,Slavgorod,Kamen',Suzun,Barnaul,Biysk,Tashtagol,Abaza,^,Belotsarsk,Saryg-Sep,^,Slyudyanka,,,Kabansk,Verkhneudinsk,Khilok,Duldurga,Nerchinsk,Borzya,?,?,?,Aihun,Blagoveshchensk,Alexandrovskoye,Zavitinsk,Chekunda,Amursk,Imperatorskaya Gavan',,Toyohama,,,,,,,,,,,,
,,,,,,Nanaimo,,Vancouver,^,Kelowna,^,^,Banff,Calgary,Medicine Hat,Swift Current,Regina,Brandon,Portage la Prairie,Winnipeg,Kenora,Dryden,Nipigon,Peninsula,Hearst,?,Moosonee,Moose Factory,Fort Charles,Chapais,Chibougamau,Jonquière,Chicoutimi,,,,,Corner Brook,Cuper's Cove,,,,,,,,,,,,,,,,,Bristol,Winchester,Portsmouth,,,Den Haag,Rotterdam,Nijmegen,Dortmund,Paderborn,Hildesheim,Braunschweig,Schwerin,Wittenberg,Cottbus,Zielona Góra,Pozna?,Kalisz,W?oc?awek,Lódz,Warszawa,Drohiczyn,Brest-Litovsk,Pinsk,Mozyr,Chernihiv,Romny,Sumy,Kursk,Staryy Oskol,Voronezh,Uryupinsk,Borisoglebsk,Balashov,Saratov,Balakovo,Mechetnaya,Yaitsk,Sorochinsk,Orenburg,^,Orsk,Zhitikara,Rudnyy,Esil',Atbasar,Bozok,Ereymentau,Ekibastuz,Yermak,Pavlodar,Rubtsovsk,Zmeinogorsk,Ridder,^,Ulala,^,,?,^,,?,Baibalyk,?,Selenginsk,?,^,?,Bayan Tümen,,Manjuur,Qayilar,Xuguit,Zhunaji,Mergen,Jiayin,Raychikhinsk,Birobidzhan,Khabarovsk,^,,,,,,,,,,,,,,
,,,,,,,Victoria,,Bellingham,Wenatchee,Spokane,^,Cranbrook,Lethbridge,Taber,Shaunavon,Weyburn,Morden,Winkler,Steinbach,Fort Frances,Fort William,,Wawa,Chapleau,Timmins,Iroquois Falls,Rouyn-Noranda,Val d'Or,Mont-Laurier,Saint-Jérôme,Shawinigan,Québec,Rimouski,Gaspé,,,Stephenville,Ship Cove,St. John's,,,,,,,,,,,,,,,Plymouth,,,,,Rouen,Amiens,Bruxelles,Aachen,Köln ,Marburg,Kassel,Weimar,Halle,Leipzig,Dresden,Legnica,Wroc?aw,Opole,Czestochowa,Sandomierz,Lublin,Lviv,Lutsk,Rivne,Zhitomir,Kyiv,Lubny,Poltava,Kharkov,Belgorod,Valuyki,Rossosh,Mikhaylovka,Kotovo,Kamyshin,Yershov,Kaztalovka,Peremetnoye,Aksay,Iletskaya Zashchita,Aktyubinsk,Batamshinskiy,Kumkuduk,Turgay,Arkalyk,,Temirtau,Karaganda,,Karkaralinsk,Moldary,Semipalatinsk,Ust'-Kamenogorsk,,Kurshim,^,Ulangom,Khovd,?,^,^,Khatgal,Ordu Baliq,?,Mumo,^,?,?,?,?,?,^,Butha,Bukui,Suihua,Yichun,Suiyin,Tongjiang,Bikin,^,,Asahikawa,^,,Kitami,,,,,,,,,
,,,,,,,,,Seattle,^,^,Kalispell,^,Great Falls,Havre,Wolf Point,Williston,Minot,Grand Forks,Bemidji,Duluth,,,,Sault Sainte-Marie,Sudbury,North Bay,Ville-Marie,Petawawa,Gatineau,Montréal,Trois-Rivières,Saint-Joseph-de-Beauce,Fredericton,Moncton,,,,,,,,,,,,,,,,,,,,,,,Cherbourg,Caen,Évreux,Paris,Rheims,Trier,Mainz,Frankfurt,Würzburg,Nürnberg,Bayreuth,Plzen,Praha,Hory Kutné,Brno,Ostrava,Kraków,Tarnów,Rzeszów,Stanislaviv,Tarnopol,Kamianets,Vinnytsia,Uman',Cherkassy,Kakhovka,Yekaterinoslav,Aleksandrovsk,Makeyevka,Lugansk,Millerovo,Tsaritsyn,Volzhskiy,Zhanibek,Zhangala,Inderborskiy,Miyaly,Sagiz,Kandyagash,Chelkar,?,?,Dzhezkazgan,?,?,Moyynty,Balkhash,Sayaq,Aktogay,Sergiopol',Aksuat,^,Zaysan,Altay,^,^,?,Uliastai,Mörön,^,Tsetserleg,Qara Qorum,?,Ikh Khüree,?,?,?,?,Hoolingol,Wangyemiao,Chengsijiazi,Daqing,Harbin,Sanxing,Jiamusi,Ussuriysk,Tetyukhe,,,,Sapporo,Kushiro,,,,,,,,,,
,,,,,,,,Tacoma,Yakima,Pasco,^,Missoula,^,Helena,Roundup,Miles City,Dickinson,Bismarck,Fargo,St Cloud,Superior,Ashland,Marquette,Saulte Sainte-Marie,,,Mississauga,Toronto,Kingston,Ottawa,Saint-Jean-sur-Richelieu,Sherbrooke,Augusta,Saint John,,Charlottetown,Sydney,,,,,,,,,,,,,,,,,,,Brest,Rennes,Laval,Le Mans,Chartres,Sens,Troyes,Nancy,Strasbourg,Heidelberg,Stuttgart,Nördlingen,Ingolstadt,Regensburg,Passau,Ceské Budejovice,Presporok,^,Kosice,^,^,^,Chernivtsi,Orhei,Dubasari,Odessa,Mykolaiv,Alyoshki,Mariupol',Taganrog,Cherkassk,Volgodonsk,Kalach,Svetlyy Yar,Akhtubinsk,Kharabali,Ganyushkino,Gur'yev,Makat,?,?,Aral'sk,?,?,Dzhezkazgan,?,?,Saryshaghan,,,,Qayalyq,,Qoqak,Qaramay,Fukang,Beshbalik,Gucheng,^,^,Bayanbulag,?,?,?,?,?,Choir,?,?,Beizimiao,Shangjing,Zhelimu,Changling,Boduna,Zhuhe,Ningguta,Jixi,Vladivostok,Nakhodka,,,,Hakodate,,,,,,,,,,,
,,,,,,,,Olympia,^,Kennewick,Lewiston,^,Butte,Bozeman,Billings,Broadus,Pierre,Chamberlain,Sioux Falls,Minneapolis,Eau Claire,Green Bay,,Saginaw,,Windsor,Niagara Falls,,,Syracuse,Burlington,Concord,Portland,,,Halifax,,,,,,,,,,,,,,,,,,,,,,Nantes,Angers,Tours,Orléans,Vézelay,Dijon,Besançon,Bern,Zürich,Ulm,Augsburg,München,Salzburg,Linz,Wien,Buda,Pest,Debrecen,Cluj,Sighi?oara,^,Iasi,Tyras,,,Yevpatoria,,,Azov,Armyansky aul,Stavropol',Elista,Yashkul',Astrakhan',,,Kul'sary,?,,,Yangikent,?,?,?,?,Moiynqum,,Gorguz,Iki-Oguz,Ilanbaliq,Almaliq,^,Jambaliq,Luntai,^,?,Cumuda,?,?,?,?,?,?,?,Sainshand,Dzamiin Üüde,Kangbao,Yingchang,Shangjing,Zhelimu,Siping,Changchun,Jilin,Yanji,Gyeongseong,,,,,,,Aomori,,,,,,,,,,
,,,,,,,,Portland,Bend,Baker City,^,^,^,West Yellowstone,Sheridan,Douglas,Rapid City,Norfolk,Sioux City,Cedar Rapids,Dubuque,Milwaukee,,Grand Rapids,Detroit,,,Buffalo,Rochester,Albany,Springfield,Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,Roscella,Poitiers,Bourges,Nevers,Chalon-sur-Saône,Genève,^,^,^,^,^,Innsbruck,Klagenfurt,Graz,Pécs,Szeged,Timisoara,Alba Iulia,^,Gala?i,Chilia,,,,Sevastopol',Kerch,,Tmutarakan,Sochi,Pyatigorsk,Groznyy,Kizlyar,,,,Beineu,Jasliq,,,Juvara,Jand,Sig'noq,Sozaq,?,Taraz,Orduqent,Talkhiz,Shelek,^,^,Ghulja,^,^,Yarghol,Qocho,?,?,?,Khara-Khoto,?,?,?,?,Guihua,Jining,Zhangjiakou,Kaiping,Chifeng,Liucheng,Houcheng,Fushun,Ji'an,^,Seongjin,,,,,,,Akita,Morioka,,,,,,,,,
,,,,,,,Medford,Eugene,^,^,Boise,Idaho Falls,^,^,Casper,Cheyenne,North Platte,Grand Island,Omaha,Des Moines,Davenport,Chicago,Gary,Fort Wayne,Toledo,Cleveland,Erie,Jamestown,Scranton,Paterson,Hartford,Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,Xaintes,Angoulême,Limoges,Clermont,Lyon,^,Augusta Taurinorum,Mediolanum,Brixia,Verona,Padua,Aquileia,Ljubljana,Zagreb,Osijek,Beograd,^,Târgovishte,Bucuresti,Constanta,,,,,,,,,^,^,Vladikavkaz,Tarki,,,Fort-Aleksandrovskiy,Shetpe,Oqsho'laq,Madminiya,Baratakin,?,?,Sauran,Farab,Sayrom,^,Balasagun,,^,^,^,^,^,Qarasheher,?,?,Anxi,Yumen,Jiayuguan,Khara-Khoto,?,Bayannur,Bayannur,Jiuyuan,Guihua,Shanwu,Xuanhua,Yongning,Rehe,Tuhe,Liaoyang,Yizhou,Uiju,Hamheung,,,,,,,,Yamagata,Sendai,,,,,,,,,
,,,,,,,Redding,^,Reno,Winnemucca,Elko,,^,Rock Springs,^,Fort Collins,Sterling,Lincoln,Nebraska City,St Joseph,Hannibal,Quincy,Bloomington,Indiananapolis,Dayton,Columbus,Akron,Pittsburgh,Allentown,Newark,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bordeaux,Périgueux,Cahors,Albi,Avignon,Grenoble,Nice,Genua,Parma,Bononia,Ravenna,,Pula,^,Sarajevo,Ras,Vidin,Pleven,Tarnovo,Varna,,,,,,,,,,Sukhumi,^,Derbent,,,,Aktau,Elobod,Urganch,Kerder,Kath,?,Jizzakh,Binkath,^,Akhsikath,^,^,^,Aksu,?,Kuchar,?,Korla,Kroran,?,Dunhuang,Yumen,Fulu,Ganzhou,Bayanhot,Shizuizi,Bayannur,Jiuyuan,Tongwan,Mayi,Pingcheng,Zhongdu,Zunhua,,Sanshan,,Pyeongyang,Wonsan,,,,,,,,Niigata,Fukushima,,,,,,,,,
,,,,,,,Santa Rosa,Sacramento,^,Carson City,Ely,West Valley City,Salt Lake City,Grand Junction,^,Denver,McCook,Salina,Topeka,Kansas City,Columbia,Hannibal,Decatur,Evansville,Cincinnati,Huntington,Parkersburg,Morgantown,Philadelphia,Atlantic City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bayonne,Pau,Toulouse,Carcassonne,Montpellier,Marseille,,,Pisae,Florentia,Ariminum,,,Split,^,Skopje,Nis,Sofia,Plovdiv,Adrianople,Byzantium,,,Amastris,Sinope,Amisos,,,,Poti,Mtskheta,^,Quba,,,,?,Ruzvand,Xiva,Hazarasp,Karmana,Samarqand,Uroteppa,Khujand,Mavarannahr,^,Kashgar,Uchturpan,?,?,?,Yuli,Charklik,,Miran,^,^,^,Ganzhou,Bayanhot,Fuping,^,Wuhai,Yulin,Daixian,Xiadu,Tianjin,,,,,Haeju,Songdo,Gangneung,,,,,,Kanazawa,Nagano,Mito,,,,,,,,,
,,,,,,,San Francisco,Stockton,^,Hawthorne,Area 51,^,Provo,^,^,Colorado Springs,Colby,Hays,Emporia,Joplin,Jefferson City,St. Louis,Marion,Bowling Green,Louisville,Lexington,^,Charlottesville,Washington,,,,,,,,,,,,,,,,,,,,,,,,,La Coruña,Lugo,Oviedo,Santander,Bilbao,^,^,^,Perpignan,,,,,Populonium,Arretium,Ancona,,,,Dubrovnik,Tirana,Pella,Amphipolis,Abdera,,,Astakos,Herakleia,Angyra,Taouion,Amasia,^,Kerasous,Trapezous,^,Kumayri,Qabala,Baku,,,Qyzyl-Su,?,Parau,Darghan,Bukhoro,Nasaf,Kesh,^,^,^,^,Yarkant,?,?,Cadota,Saca,Qarqan,^,^,Nagormo,Gterlenkha,^,^,^,Liangzhou,Zhongwei,Lingzhou,Dingbian,Yanzhou,Jinyang,Handan,Cangzhou,Pugu,,Penglai,,,Hanseong,Chunju,Samcheok,,,,Tottori,Echizen,^,Edo,,,,,,,,,
