Hippo Diarrhytus,Binzart,Arabian,
Huanuqupampa,Huanocopampa,Spanish,
Huaqa,Huaca,Spanish,
Hurgada,Al-Ghardaqah,Arabian,
Hurgada,Hurgada,Turkish,
Illizi,Fort Polignac,French,
Illizi,Illizi,Ethiopian,
Illizi,Illizi,Malian,
Imu,Kom El-Hisn,Arabian,
Ineb Hedj,Al-Qahirah,Arabian,
Ineb Hedj,El-Qahirah,Egyptian_Arabic,
Ineb Hedj,Ineb Hedj,Egyptian,
Ineb Hedj,Menfi,Italian,
Inebahti,Inebahti,Turkish,
Inebahti,Naupactus,Greek,
Ioannina,Ioannina,Byzantine,
Ioannina,Yanya,Turkish,
Itil,A-de Shui,Chinese,
Itil,Itil,Turkish,
Itil,Khamlij,Arabian,
Jakutsk,Jakutsk,Russian,
Jakutsk,Yakuttsuku,Japanese,
Jbeil,Jbeil,Arabian,
Jehol,Jehol,Chinese,
Jehol,Nekka,Japanese,
Jehol,Yeolha,Korean,
Jekabsforts,Jekabsforts,Dutch,
Juli,Lluli,Spanish,
Juzhno-Kuri'lsk,Juzhno-Kuri'lsk,Russian,
Kaisareia,Caesarea Mazaca,Latin,
Kaisareia,Cesarea Mazaca,Italian,
Kaisareia,Kaisareia,Byzantine,
Kaisareia,Kaisareia,Greek,
Kakolewo,Kakolewo,Russian,
Kakolewo,Konkolewo Hauland,Dutch,
Kalhu,Nimrud,Arabian,
Khmun,Hermopolis,Greek,
Khmun,Hermopolis,Latin,
Knob Lake,Knob Lake,English,
Knob Lake,Lac Knob,French,
Kolachi,Barbarikon,Byzantine,
Kolachi,Barbarikon,Greek,
Kolachi,Kolachi,Indian,
Kolachi,Kolachi,Persian,
Kolachi,Mirat ul Memalik,Turkish,
Kolomea,Kolomea,German,
Konstantia,Konstanca,Russian,
Konstantia,Konstantia,Byzantine,
Konstantia,Konstantia,Greek,
Konstantia,Kustendje,Turkish,
Konstanz,Konstanz,German,
Kulsary,Kulsary,Mongolian,
Kulsary,Kulsary,Turkish,x
Kumma,Semna,Arabian,
København,Copenhague,French,
København,Hafnia,Latin,
København,Kopenhaga,Polish,
København,København,Norse,
La Petite Chute,La Petite Chute,French,
La Petite Chute,Little Chute,English,
Laoag,Laoag,Khmer,
Laoag,Laowo,Chinese,
Laoag,Raoagu,Japanese,
Larnaca,Larnaca,Latin,
Larnaca,Larnaka,Greek,
Larnaca,Larnaka,Turkish,
Lausanne,Lausanne,French,
Liège,Lieja,Spanish,
Liège,Liège,French,
Liège,Luik,Dutch,
Liège,Lüttich,German,
Loubomo,Delisie,French,
Loubomo,Loubomo,Congolese,
Machu-Pikchu,Machu Picchu,Spanish,
Marrakus,Marakech,Turkish,
Marrakus,Marrakesch,German,
Marrakus,Marrakus,Arabian,
Marrakus,Marraquech,Spanish,
Mbanza Kongo,Mbanza Kongo,Congolese,
Mbanza Kongo,San Salvador de Congo,Spanish,
Mbanza Kongo,São Salvador do Congo,Portuguese,
Melaka,Melaka,Indonesian,
Montreal,Montreal,English,
Moçambique,Moçambique,Portuguese,
Moçâmedes,Moçâmedes,Portuguese,
Mumbai,Bombaim,Portuguese,
Mumbai,Mumbai,Indian,
Mumbai,Mumbaj,Polish,
Mumbai,Munbai,Japanese,
Mut,Mut al-Khorab,Arabian,
Mykenai,Mycenae,Latin,
Mykenai,Mykenai,Greek,
Naissos,Nish,Russian,
Naissos,Nish,Turkish,
Nara,Nailiang,Chinese,
Nara,Nara,Japanese,
Nara,Naryang,Korean,
Neokastron,Anavarin,Turkish,
Neokastron,Navarino,Italian,
Neokastron,Navarino,Latin,
Neokastron,Neokastron,Byzantine,
Neokastron,Neokastron,Greek,
Neu Braunfels,New Braunfels,American,
Neu Braunfels,New Braunfels,English,
New Brunswick,New Brunswick,English,
Nikolaev,Mikolaj&243;w,Polish,
Nizhnij Novgorod,Nizny Nowogród,Polish,
Nouvelle Orléans,Nova Orleães,Portuguese,
Nouvelle Orléans,Nowy Orlean,Polish,
Nouvelle Orléans,Nueva Orleans,Spanish,
Nowgorod,Holmgård,Norse,
Nowgorod,Nowgorod,German,
Nowgorod,Nowogród,Polish,
Ooita,Daebun,Korean,
Oosaka,Daban,Chinese,
Oosaka,Daepan,Korean,
Oosaka,Oosaka,Japanese,
Oxhuitza,Caracol,English,
Oxhuitza,El Caracol,Spanish,
Pachacamaq,Pachacamac,Spanish,
Paslek,Paslek,Russian,
Paslek,Preuéisch Holland,German,
Paslek,Pruissisch Holland,Dutch,
Pelusion,Tell El-Farama,Arabian,
Per-Bastet,Bubastis,Greek,
Per-Bastet,Bubastis,Latin,
Pergamon,Bergama,Turkish,
Pi-Ramesses,Tell El-Dab'a,Arabian,
Pi-Ramesses,Tell El-Dab'a,Turkish,
Pingfang,Heihouku,Japanese,
Pingfang,Pingfang,Chinese,
Pingfang,Pyungbang,Korean,
Pisa,Pisa,Italian,
Pisa,Piza,Polish,
Pompeii,Pompeii,Latin,
Pompeii,Pompeji,German,
Pompeii,Pompeya,Spanish,
Pompeii,Pompéi,French,
Potsdam,Poczdam,Polish,
Potsdam,Potsdam,German,
Pyongyang,Heijo,Japanese,
Pyongyang,Pjongjang,Polish,
Pyongyang,Pkhen'jan,Russian,
Pyongyang,Pyongyang,Chinese,
Pyongyang,Pyongyang,Korean,
Qandahar,Qandahar,Arabian,
Qazan,Kazan',Russian,
Qazan,Qazan,Turkish,
Qiqihaer,Chichihar,Korean,
Qiqihaer,Chichiharu,Japanese,
Ragha,Ragha,Persian,
Ragha,Rhagae,Greek,
Rennes-le-Château,Rennes-le-Château,French,
Rhode Island,Rhode Island,English,
Rhode Island,Roodt Eylandt,Dutch,
Riyadh,Ar-Riyad,Arabian,
Riyadh,Riyad,Turkish,
Safaqis,Safaqis,Arabian,
Saint Louis,Saint Louis,French,
Saint Louis,Saõ Luís,Portuguese,
Saint Thomas,Saint Thomas,English,
Saint Thomas,Saint Thomas,French,
Saint Thomas,Sankt Thomas,Norse,
Saint-Louis,Saint-Louis,French,
Sana'a,Auzalites,Ethiopian,
Sana'a,Sana'a,Arabian,
Santa Trinidad,Santa Trinidad,Spanish,
Sausa,Sausa,Spanish,
Serabit,Serabit Al-Khadem,Arabian,
Sevasteia,Sevasteia,Byzantine,
Seward,Seward,American,
Seward,Voskresenskaja,Russian,
Shirokolanovka,Shirokolanovka,Russian,
Shush,Seleucia ad Eulaeum,Latin,
Shush,Seleukeia Susiana,Greek,
Shush,Shush,Persian,
Shush,Suza,Polish,
Sparte,Esparta,Spanish,
Sparte,Sparte,French,
Sparte,Sparte,Greek,
Staraja Ladoga,Staraja Ladoga,Russian,
Sydwn,Sayda,Arabian,
Sydwn,Sayda,Turkish,
Sydwn,Siduna,Babylonian,
Sydwn,Sydwn,Phoenician,
São Leopoldo,Sankt Leopold,German,
São Leopoldo,São Leopoldo,Portuguese,
Taibei,Daebuk,Korean,
Taibei,Taibei,Chinese,
Taibei,Taihoku,Japanese,
Tambuqcucha,Tamboccocha,Spanish,
Tamiat,Domyat,Arabian,
Tamiat,Tamiat,Egyptian,
Tampupuca,Tambocolorado,Spanish,
Tenochtitlán,Cidade do México,Portuguese,
Tenochtitlán,Città del Messico,Italian,
Tenochtitlán,Mekhiko,Russian,
Tenochtitlán,Mexico,French,
Tenochtitlán,Mexico,Norse,
Tenochtitlán,Mexico,Turkish,
Tenochtitlán,Mexico City,English,
Tenochtitlán,Mexico-stad,Dutch,
Tenochtitlán,Mexicopolis,Latin,
Tenochtitlán,Mexiko-Stadt,German,
Teotihuacan,Teotihuacan,Aztec,
Teotihuacan,Teotihuacán,Spanish,
Tharangambadi,Tharangambadi,Indian,
Thessalonike,Saloniki,Polish,
Thessalonike,Selânik,Turkish,
Thessalonike,Thessalonike,Byzantine,
Tongliao,Tongliao,Chinese,
Tonkoschurowka,Tonkoschurowka,Russian,
Toyohara,Pungwon,Korean,
Toyohara,Toyohara,Japanese,
Trapezon,Trapezon,Greek,
Trapezon,Trapezounta,Byzantine,
Trapezon,Trapezus,Latin,
Trapezon,Trebisonda,Italian,
Tureng Tepe,Tureng Tepe,Persian,
Tureng Tepe,Zadrakarta,Greek,
Tver',Tver',Russian,
Tver',Twer,German,
Tver',Twer,Polish,
Ulaan-Ude,Ulaan-Ude,Mongolian,
Ulaan-Ude,Ulan-Udeh,Russian,
Ullantaytanpu,Ollantaytambo,Spanish,
Venezia,Al-Bundukiyya,Arabian,
Venezia,Venedig,German,
Venezia,Venedik,Turkish,
Venezia,Venetia,Byzantine,
Venezia,Venezia,Italian,
Venezia,Venise,French,
Venezia,Wenecja,Polish,
Venezuela,Klein-Venedig,German,
Venezuela,Venezuela,Dutch,
Venezuela,Venezuela,English,
Venezuela,Venezuela,French,
Venezuela,Venezuela,Spanish,
Vinland,Anse aux Meadows,English,
Vinland,Anse-aux-Méduses,French,
Vinland,Vinland,Norse,
Vyborg,Vyborg,Norse,
Vyborg,Wiborg,German,
Wantar Chawin,Chavin de Huántar,Spanish,
Wuzhou,Oju,Korean,
Wuzhou,Wuzhou,Chinese,
Xou,Sakha,Arabian,
Yangon,Yangkung,Thai,
Yaunde,Yaunde,Congolese,
Yebu,Gazirat il-Fantin,Arabian,
Yekaterinenshtadt,Katharinenstadt,German,
Yekaterinenshtadt,Yekaterinenshtadt,Russian,
Yokohama,Hengbin,Chinese,
Yokohama,Hoengbin,Korean,
Yokohama,Yokohama,Japanese,
Zurich,Zurych,Polish,
